Encompass Health Rehabilitation Hospital of Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,ITEM_SERVICE_PACKAGE,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,ANTHEM BCBS OF COLORADO (BCOA) negotiated charge,BC OF CO ANTHEM EXCHANGE (BOAZ) negotiated charge,BC OF CO ANTHEM MEDICARE (BOAM) negotiated charge,BCBS OF COLORADO (BCCO) negotiated charge,BRIGHT HEALTH EXCHANGE (BRHZ) negotiated charge,BRIGHT HEALTH PLAN (BRH) negotiated charge,BRIGHT HEALTH PLAN MCR (BRHM) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CHOICE CARE NET MEDICARE (CHOM) negotiated charge,CHOICE CARE NETWORK (CHO) negotiated charge,CIGNA (CIG) negotiated charge,CIGNA EXCHANGE (CIGZ) negotiated charge,CIGNA MEDICARE (CIGM) negotiated charge,CO ACCESS CHP HMO MCD (CAHD) negotiated charge,COLORADO ACCESS MEDICAID (CAAD) negotiated charge,COLORADO CHOICE EXCHANGE (COLZ) negotiated charge,COLORADO CHOICE HEALTH (COL) negotiated charge,COVENTRY HEALTHCARE (CHC) negotiated charge,COVENTRY HEALTHCARE WC (CHCW) negotiated charge,FIRST HEALTH (FTH) negotiated charge,FIRST HEALTH WORK COMP (FTHW) negotiated charge,HEALTHNET FEDERAL SVCS (HFS) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,LONGEVITY HEALTH PLAN MCR (LHPM) negotiated charge,MULTIPLAN (MUL) negotiated charge,MY INNOVAGE PACE DUAL (MIPB) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,PINNACOL ASSURANCE WC (PINW) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,ROCKY MOUNTAIN HMO (RMH) negotiated charge,ROCKY MOUNTAIN MEDICARE (RMHM) negotiated charge,ROCKY MTN PACE DUAL (RMPM) negotiated charge,SLOANS LAKE MANAGED CARE (SLK) negotiated charge,TRIWEST VETERANS (TWV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,KINESIO CLASSIC BULK ROLL BEIG,270,$166.00,$124.50,$110.22,$139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$132.80,$139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$116.20,NA,NA,$124.50,NA,NA,NA,NA,NA,NA,NA,NA,$110.22,$132.80
Inpatient Rehabilitation Services,KINESIO CLASSIC BULK ROLL BLAC,270,$166.00,$124.50,$110.22,$139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$132.80,$139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$116.20,NA,NA,$124.50,NA,NA,NA,NA,NA,NA,NA,NA,$110.22,$132.80
Inpatient Rehabilitation Services,KINESIO CLASSIC BULK ROLL BLUE,270,$166.00,$124.50,$110.22,$139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$132.80,$139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$116.20,NA,NA,$124.50,NA,NA,NA,NA,NA,NA,NA,NA,$110.22,$132.80
Inpatient Rehabilitation Services,KINESIO CLASSIC BULK ROLL RED.,270,$166.00,$124.50,$110.22,$139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$132.80,$139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$116.20,NA,NA,$124.50,NA,NA,NA,NA,NA,NA,NA,NA,$110.22,$132.80
Inpatient Rehabilitation Services,KINESIO CLASSIC RED 2INX13FT 1,270,$32.00,$24.00,$21.25,$26.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25.60,$26.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22.40,NA,NA,$24.00,NA,NA,NA,NA,NA,NA,NA,NA,$21.25,$25.60
Inpatient Rehabilitation Services,KINESIO CLASSIC RED 2INX13FT 6,270,$28.00,$21.00,$18.59,$23.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22.40,$23.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19.60,NA,NA,$21.00,NA,NA,NA,NA,NA,NA,NA,NA,$18.59,$22.40
Inpatient Rehabilitation Services,KINESIO CLASSIC WHITE 2INX13IN,270,$32.00,$24.00,$21.25,$26.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25.60,$26.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22.40,NA,NA,$24.00,NA,NA,NA,NA,NA,NA,NA,NA,$21.25,$25.60
Inpatient Rehabilitation Services,KINESIO CLINICAL THROAT & MOUT,270,$129.00,$96.75,$85.66,$108.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$103.20,$108.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$90.30,NA,NA,$96.75,NA,NA,NA,NA,NA,NA,NA,NA,$85.66,$103.20
Inpatient Rehabilitation Services,KINESIO GOLD FP BEIGE 1INX16.4,270,$15.00,$11.25,$9.96,$12.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12.00,$12.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$10.50,NA,NA,$11.25,NA,NA,NA,NA,NA,NA,NA,NA,$9.96,$12.00
Inpatient Rehabilitation Services,KINESIO GOLD FP BEIGE 2INX103F,270,$155.00,$116.25,$102.92,$130.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$124.00,$130.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$108.50,NA,NA,$116.25,NA,NA,NA,NA,NA,NA,NA,NA,$102.92,$124.00
Inpatient Rehabilitation Services,KINESIO GOLD FP BEIGE 2INX16.4,270,$42.00,$31.50,$27.89,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33.60,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29.40,NA,NA,$31.50,NA,NA,NA,NA,NA,NA,NA,NA,$27.89,$33.60
Inpatient Rehabilitation Services,KINESIO GOLD FP BEIGE 3IN X16.,270,$39.00,$29.25,$25.90,$32.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$31.20,$32.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27.30,NA,NA,$29.25,NA,NA,NA,NA,NA,NA,NA,NA,$25.90,$31.20
Inpatient Rehabilitation Services,KINESIO GOLD FP BEIGE 3INX16.4,270,$61.00,$45.75,$40.50,$51.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$48.80,$51.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$42.70,NA,NA,$45.75,NA,NA,NA,NA,NA,NA,NA,NA,$40.50,$48.80
Inpatient Rehabilitation Services,KINESIO GOLD FP BLACK 2INX103F,270,$155.00,$116.25,$102.92,$130.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$124.00,$130.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$108.50,NA,NA,$116.25,NA,NA,NA,NA,NA,NA,NA,NA,$102.92,$124.00
Inpatient Rehabilitation Services,KINESIO GOLD FP BLACK 2INX16.4,270,$42.00,$31.50,$27.89,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33.60,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29.40,NA,NA,$31.50,NA,NA,NA,NA,NA,NA,NA,NA,$27.89,$33.60
Inpatient Rehabilitation Services,KINESIO GOLD FP BLUE 2INX103FT,270,$155.00,$116.25,$102.92,$130.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$124.00,$130.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$108.50,NA,NA,$116.25,NA,NA,NA,NA,NA,NA,NA,NA,$102.92,$124.00
Inpatient Rehabilitation Services,KINESIO GOLD FP BLUE 2INX16.4F,270,$42.00,$31.50,$27.89,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33.60,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29.40,NA,NA,$31.50,NA,NA,NA,NA,NA,NA,NA,NA,$27.89,$33.60
Inpatient Rehabilitation Services,KINESIO GOLD FP RED 2INX103FT,270,$155.00,$116.25,$102.92,$130.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$124.00,$130.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$108.50,NA,NA,$116.25,NA,NA,NA,NA,NA,NA,NA,NA,$102.92,$124.00
Inpatient Rehabilitation Services,KINESIO GOLD FP RED 2INX16.4FT,270,$42.00,$31.50,$27.89,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33.60,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29.40,NA,NA,$31.50,NA,NA,NA,NA,NA,NA,NA,NA,$27.89,$33.60
Inpatient Rehabilitation Services,KINESIO GOLD FP WHITE 2INX16.4,270,$42.00,$31.50,$27.89,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33.60,$35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29.40,NA,NA,$31.50,NA,NA,NA,NA,NA,NA,NA,NA,$27.89,$33.60
Inpatient Rehabilitation Services,KINESIO PRE-CUT STARTER KIT,270,$12.00,$9.00,$7.97,$10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.60,$10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$8.40,NA,NA,$9.00,NA,NA,NA,NA,NA,NA,NA,NA,$7.97,$9.60
Inpatient Rehabilitation Services,KINESIO PRE-CUTS BACK PK OF 20,270,$14.00,$10.50,$9.30,$11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$11.20,$11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.80,NA,NA,$10.50,NA,NA,NA,NA,NA,NA,NA,NA,$9.30,$11.20
Inpatient Rehabilitation Services,KINESIO PRE-CUTS KNEE PK OF 20,270,$14.00,$10.50,$9.30,$11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$11.20,$11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.80,NA,NA,$10.50,NA,NA,NA,NA,NA,NA,NA,NA,$9.30,$11.20
Inpatient Rehabilitation Services,KINESIO SCISSORS W/HOLSTER,270,$137.00,$102.75,$90.97,$115.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$109.60,$115.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$95.90,NA,NA,$102.75,NA,NA,NA,NA,NA,NA,NA,NA,$90.97,$109.60
Inpatient Rehabilitation Services,KINESIO TAPING PEDIATRICS TAPI,270,$165.00,$123.75,$109.56,$138.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$132.00,$138.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$115.50,NA,NA,$123.75,NA,NA,NA,NA,NA,NA,NA,NA,$109.56,$132.00
Inpatient Rehabilitation Services,KINETIC 4071 CPM KIT,270,$57.00,$42.75,$37.85,$47.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$45.60,$47.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$39.90,NA,NA,$42.75,NA,NA,NA,NA,NA,NA,NA,NA,$37.85,$45.60
Inpatient Rehabilitation Services,KIT ACTIVE EXHALATION DEVICE,270,$10.00,$7.50,$6.64,$8.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$8.00,$8.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.00,NA,NA,$7.50,NA,NA,NA,NA,NA,NA,NA,NA,$6.64,$8.00
Inpatient Rehabilitation Services,KIT ACTIVE EXHALATION VALVE UP,270,$44.00,$33.00,$29.22,$36.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$35.20,$36.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30.80,NA,NA,$33.00,NA,NA,NA,NA,NA,NA,NA,NA,$29.22,$35.20
Inpatient Rehabilitation Services,KIT CANISTER V.A.C. ATS W/ISO,270,$164.00,$123.00,$108.90,$137.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$131.20,$137.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$114.80,NA,NA,$123.00,NA,NA,NA,NA,NA,NA,NA,NA,$108.90,$131.20
Inpatient Rehabilitation Services,KIT CATH SUCT 14FR 2GLOVE/BASI,270,$2.00,$1.50,$1.33,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.60,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.40,NA,NA,$1.50,NA,NA,NA,NA,NA,NA,NA,NA,$1.33,$1.60
Inpatient Rehabilitation Services,KIT CENTRAL LINE W-SILVASORB -,270,$14.00,$10.50,$9.30,$11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$11.20,$11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.80,NA,NA,$10.50,NA,NA,NA,NA,NA,NA,NA,NA,$9.30,$11.20
Inpatient Rehabilitation Services,KIT DRESSING SOFT FOAM HND CON,270,$330.00,$247.50,$219.12,$277.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$264.00,$277.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$231.00,NA,NA,$247.50,NA,NA,NA,NA,NA,NA,NA,NA,$219.12,$264.00
Inpatient Rehabilitation Services,KIT KNEE CPM PADDING,270,$31.00,$23.25,$20.58,$26.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24.80,$26.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21.70,NA,NA,$23.25,NA,NA,NA,NA,NA,NA,NA,NA,$20.58,$24.80
Inpatient Rehabilitation Services,KIT KNEE CPM PADDING 6/CS,270,$31.00,$23.25,$20.58,$26.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24.80,$26.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21.70,NA,NA,$23.25,NA,NA,NA,NA,NA,NA,NA,NA,$20.58,$24.80
Inpatient Rehabilitation Services,KIT RELAXATION BASIC,270,$4.00,$3.00,$2.66,$3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$3.20,$3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.80,NA,NA,$3.00,NA,NA,NA,NA,NA,NA,NA,NA,$2.66,$3.20
Inpatient Rehabilitation Services,KIT TRACHEOSTOMY CARE W/H2O2 3,270,$7.00,$5.25,$4.65,$5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5.60,$5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.90,NA,NA,$5.25,NA,NA,NA,NA,NA,NA,NA,NA,$4.65,$5.60
Inpatient Rehabilitation Services,KIT UNNA BOOT CLMNE 8KT/CASE,270,$26.00,$19.50,$17.26,$21.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20.80,$21.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18.20,NA,NA,$19.50,NA,NA,NA,NA,NA,NA,NA,NA,$17.26,$20.80
Inpatient Rehabilitation Services,KIT V.A.C. FREEDOM CANISTER WI,270,$96.00,$72.00,$63.74,$80.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$76.80,$80.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$67.20,NA,NA,$72.00,NA,NA,NA,NA,NA,NA,NA,NA,$63.74,$76.80
Inpatient Rehabilitation Services,KITADAPTERHEATED WIREDUAL LIMB,270,$398.00,$298.50,$264.27,$334.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$318.40,$334.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$278.60,NA,NA,$298.50,NA,NA,NA,NA,NA,NA,NA,NA,$264.27,$318.40
Inpatient Rehabilitation Services,KITBRIDLENG TUBE12FR,270,$387.00,$290.25,$256.97,$325.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$309.60,$325.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$270.90,NA,NA,$290.25,NA,NA,NA,NA,NA,NA,NA,NA,$256.97,$309.60
Inpatient Rehabilitation Services,KITBRIDLENG TUBE14FR,270,$387.00,$290.25,$256.97,$325.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$309.60,$325.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$270.90,NA,NA,$290.25,NA,NA,NA,NA,NA,NA,NA,NA,$256.97,$309.60
Inpatient Rehabilitation Services,KITCALIBRATIONBLADDER SCANNER,270,$3000.00,$2250.00,$1992.00,$2520.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2400.00,$2520.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2100.00,NA,NA,$2250.00,NA,NA,NA,NA,NA,NA,NA,NA,$1992.00,$2400.00
Inpatient Rehabilitation Services,KITCATHETERSUCTION10 FR,270,$2.00,$1.50,$1.33,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.60,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.40,NA,NA,$1.50,NA,NA,NA,NA,NA,NA,NA,NA,$1.33,$1.60
Inpatient Rehabilitation Services,KITCATHETERSUCTION10FRWHISTL2,270,$2.00,$1.50,$1.33,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.60,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.40,NA,NA,$1.50,NA,NA,NA,NA,NA,NA,NA,NA,$1.33,$1.60
Inpatient Rehabilitation Services,KITCATHETERSUCTION14 FRWHISTL2,270,$2.00,$1.50,$1.33,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.60,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.40,NA,NA,$1.50,NA,NA,NA,NA,NA,NA,NA,NA,$1.33,$1.60
Inpatient Rehabilitation Services,KITCATH-N-GLOVE12 FR NITRILE,270,$2.00,$1.50,$1.33,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.60,$1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1.40,NA,NA,$1.50,NA,NA,NA,NA,NA,NA,NA,NA,$1.33,$1.60
Inpatient Rehabilitation Services,KITCATHSELFMY-CATHTOUCH-FREE14,270,$7.00,$5.25,$4.65,$5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5.60,$5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.90,NA,NA,$5.25,NA,NA,NA,NA,NA,NA,NA,NA,$4.65,$5.60
Inpatient Rehabilitation Services,KITDIALIN CHECKW/ MOUTHPIECES,270,$1500.00,$1125.00,$996.00,$1260.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1200.00,$1260.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1050.00,NA,NA,$1125.00,NA,NA,NA,NA,NA,NA,NA,NA,$996.00,$1200.00
Inpatient Rehabilitation Services,KITDRESSING CHANGECENTRAL VENO,270,$7.00,$5.25,$4.65,$5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5.60,$5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.90,NA,NA,$5.25,NA,NA,NA,NA,NA,NA,NA,NA,$4.65,$5.60
Inpatient Rehabilitation Services,KITDRNAGENI2PCCTFNS1-3/4 IN FL,270,$8.00,$6.00,$5.31,$6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$6.40,$6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5.60,NA,NA,$6.00,NA,NA,NA,NA,NA,NA,NA,NA,$5.31,$6.40
Inpatient Rehabilitation Services,KITEXP BACTERIA FILTERINSULATE,270,$41.00,$30.75,$27.22,$34.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32.80,$34.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28.70,NA,NA,$30.75,NA,NA,NA,NA,NA,NA,NA,NA,$27.22,$32.80
Inpatient Rehabilitation Services,KITISOLATIONHS-KANSAS REHAB,270,$47.00,$35.25,$31.21,$39.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$37.60,$39.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32.90,NA,NA,$35.25,NA,NA,NA,NA,NA,NA,NA,NA,$31.21,$37.60
Inpatient Rehabilitation Services,KITIV START,270,$3.00,$2.25,$1.99,$2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.40,$2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.10,NA,NA,$2.25,NA,NA,NA,NA,NA,NA,NA,NA,$1.99,$2.40
Inpatient Rehabilitation Services,KITIV STARTALCTEGADERME-KITLF,270,$3.00,$2.25,$1.99,$2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.40,$2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.10,NA,NA,$2.25,NA,NA,NA,NA,NA,NA,NA,NA,$1.99,$2.40
Inpatient Rehabilitation Services,KITIV STARTCHLORAPREP FREPPTEG,270,$3.00,$2.25,$1.99,$2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.40,$2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.10,NA,NA,$2.25,NA,NA,NA,NA,NA,NA,NA,NA,$1.99,$2.40
Inpatient Rehabilitation Services,KITMIO FLEX2PCPOUCH/BAR3/8 - 1,270,$5.00,$3.75,$3.32,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.00,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$3.50,NA,NA,$3.75,NA,NA,NA,NA,NA,NA,NA,NA,$3.32,$4.00
Inpatient Rehabilitation Services,KITPATCRCTHTPERM MEMBRANEPRXAD,270,$81.00,$60.75,$53.78,$68.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$64.80,$68.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$56.70,NA,NA,$60.75,NA,NA,NA,NA,NA,NA,NA,NA,$53.78,$64.80
Inpatient Rehabilitation Services,KITSENSURAMIO2PIECEEASICLOSERE,270,$5.00,$3.75,$3.32,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.00,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$3.50,NA,NA,$3.75,NA,NA,NA,NA,NA,NA,NA,NA,$3.32,$4.00
Inpatient Rehabilitation Services,KITSENSURAMIO2PIECEEASICLOSEYL,270,$5.00,$3.75,$3.32,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.00,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$3.50,NA,NA,$3.75,NA,NA,NA,NA,NA,NA,NA,NA,$3.32,$4.00
Inpatient Rehabilitation Services,KITSENSURASINGLE USE1PC3/8-2 1,270,$5.00,$3.75,$3.32,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.00,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$3.50,NA,NA,$3.75,NA,NA,NA,NA,NA,NA,NA,NA,$3.32,$4.00
Inpatient Rehabilitation Services,KITSENSURASINGLE USE2PC3/8- 1,270,$5.00,$3.75,$3.32,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.00,$4.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$3.50,NA,NA,$3.75,NA,NA,NA,NA,NA,NA,NA,NA,$3.32,$4.00
