Encompass Health Rehabilitation Hospital of Tallahassee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,ADVANET WORK COMP (ADVW) negotiated charge,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,BC HEALTH OPTIONS EXCHANG (BHOZ) negotiated charge,BCBS OUT OF STATE (BCBS) negotiated charge,BCFL BLUE SELECT (BCSE) negotiated charge,BCFL NETWORK BLUE (BCNB) negotiated charge,BCFL TRADITIONAL (BCFL) negotiated charge,BLUE CROSS HEALTH OPTIONS (BCHO) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,CORVEL WORK COMP (CVLW) negotiated charge,FEDERAL BLUE CROSS (BCFD) negotiated charge,FIRST HEALTH (FTH) negotiated charge,HEALTH OPTIONS MEDICARE (BCHM) negotiated charge,HEALTHEASE STAYWELL (WLCS) negotiated charge,HERITAGE SUMMIT WORK COMP (HSHW) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,MULTIPLAN (MUL) negotiated charge,NETWORK BLUE MEDICARE (BCBM) negotiated charge,NOVANET (NOVA) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,PYR/AMERICAN PROGRESSIVE (AMPM) negotiated charge,THE RENY COMPANY WC (REN) negotiated charge,TRICARE (TRI) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-B,NA,NA,$27777.38,$33625.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29239.35,NA,NA,NA,NA,$29239.35,NA,NA,NA,NA,NA,$29239.35,NA,$33625.25,$29239.35,NA,$29239.35,$29239.35,NA,$27777.38,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-C,NA,NA,$22032.37,$26670.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23191.96,NA,NA,NA,NA,$23191.96,NA,NA,NA,NA,NA,$23191.96,NA,$26670.76,$23191.96,NA,$23191.96,$23191.96,NA,$22032.37,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-D,NA,NA,$19788.06,$23953.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20829.54,NA,NA,NA,NA,$20829.54,NA,NA,NA,NA,NA,$20829.54,NA,$23953.97,$20829.54,NA,$20829.54,$20829.54,NA,$19788.06,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-A,NA,NA,$21045.91,$25476.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22153.59,NA,NA,NA,NA,$22153.59,NA,NA,NA,NA,NA,$22153.59,NA,$25476.62,$22153.59,NA,$22153.59,$22153.59,NA,$21045.91,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-B,NA,NA,$31852.45,$38558.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33528.89,NA,NA,NA,NA,$33528.89,NA,NA,NA,NA,NA,$33528.89,NA,$38558.23,$33528.89,NA,$33528.89,$33528.89,NA,$31852.45,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-C,NA,NA,$25266.00,$30585.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26595.79,NA,NA,NA,NA,$26595.79,NA,NA,NA,NA,NA,$26595.79,NA,$30585.16,$26595.79,NA,$26595.79,$26595.79,NA,$25266.00,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-D,NA,NA,$22691.44,$27468.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23885.73,NA,NA,NA,NA,$23885.73,NA,NA,NA,NA,NA,$23885.73,NA,$27468.59,$23885.73,NA,$23885.73,$23885.73,NA,$22691.44,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-A,NA,NA,$25129.59,$30420.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26452.20,NA,NA,NA,NA,$26452.20,NA,NA,NA,NA,NA,$26452.20,NA,$30420.03,$26452.20,NA,$26452.20,$26452.20,NA,$25129.59,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-B,NA,NA,$38032.54,$46039.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$40034.25,NA,NA,NA,NA,$40034.25,NA,NA,NA,NA,NA,$40034.25,NA,$46039.39,$40034.25,NA,$40034.25,$40034.25,NA,$38032.54,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-C,NA,NA,$30168.15,$36519.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$31755.94,NA,NA,NA,NA,$31755.94,NA,NA,NA,NA,NA,$31755.94,NA,$36519.33,$31755.94,NA,$31755.94,$31755.94,NA,$30168.15,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-D,NA,NA,$27093.90,$32797.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28519.89,NA,NA,NA,NA,$28519.89,NA,NA,NA,NA,NA,$28519.89,NA,$32797.87,$28519.89,NA,$28519.89,$28519.89,NA,$27093.90,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-A,NA,NA,$32369.37,$39183.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$34073.02,NA,NA,NA,NA,$34073.02,NA,NA,NA,NA,NA,$34073.02,NA,$39183.98,$34073.02,NA,$34073.02,$34073.02,NA,$32369.37,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-B,NA,NA,$48991.29,$59305.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$51569.78,NA,NA,NA,NA,$51569.78,NA,NA,NA,NA,NA,$51569.78,NA,$59305.24,$51569.78,NA,$51569.78,$51569.78,NA,$48991.29,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-C,NA,NA,$38859.62,$47040.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$40904.86,NA,NA,NA,NA,$40904.86,NA,NA,NA,NA,NA,$40904.86,NA,$47040.59,$40904.86,NA,$40904.86,$40904.86,NA,$38859.62,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-D,NA,NA,$34899.42,$42246.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$36736.23,NA,NA,NA,NA,$36736.23,NA,NA,NA,NA,NA,$36736.23,NA,$42246.66,$36736.23,NA,$36736.23,$36736.23,NA,$34899.42,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-A,NA,NA,$12546.85,$15188.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13207.21,NA,NA,NA,NA,$13207.21,NA,NA,NA,NA,NA,$13207.21,NA,$15188.29,$13207.21,NA,$13207.21,$13207.21,NA,$12546.85,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-B,NA,NA,$17275.25,$20912.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18184.47,NA,NA,NA,NA,$18184.47,NA,NA,NA,NA,NA,$18184.47,NA,$20912.14,$18184.47,NA,$18184.47,$18184.47,NA,$17275.25,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-C,NA,NA,$13434.23,$16262.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14141.29,NA,NA,NA,NA,$14141.29,NA,NA,NA,NA,NA,$14141.29,NA,$16262.49,$14141.29,NA,$14141.29,$14141.29,NA,$13434.23,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-D,NA,NA,$13247.56,$16036.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13944.80,NA,NA,NA,NA,$13944.80,NA,NA,NA,NA,NA,$13944.80,NA,$16036.52,$13944.80,NA,$13944.80,$13944.80,NA,$13247.56,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-A,NA,NA,$16989.50,$20566.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17883.69,NA,NA,NA,NA,$17883.69,NA,NA,NA,NA,NA,$17883.69,NA,$20566.24,$17883.69,NA,$17883.69,$17883.69,NA,$16989.50,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-B,NA,NA,$23393.59,$28318.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24624.84,NA,NA,NA,NA,$24624.84,NA,NA,NA,NA,NA,$24624.84,NA,$28318.56,$24624.84,NA,$24624.84,$24624.84,NA,$23393.59,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-C,NA,NA,$18192.78,$22022.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19150.30,NA,NA,NA,NA,$19150.30,NA,NA,NA,NA,NA,$19150.30,NA,$22022.84,$19150.30,NA,$19150.30,$19150.30,NA,$18192.78,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-D,NA,NA,$17938.63,$21715.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18882.77,NA,NA,NA,NA,$18882.77,NA,NA,NA,NA,NA,$18882.77,NA,$21715.19,$18882.77,NA,$18882.77,$18882.77,NA,$17938.63,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-A,NA,NA,$27049.38,$32743.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28473.03,NA,NA,NA,NA,$28473.03,NA,NA,NA,NA,NA,$28473.03,NA,$32743.99,$28473.03,NA,$28473.03,$28473.03,NA,$27049.38,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-B,NA,NA,$37245.67,$45086.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$39205.97,NA,NA,NA,NA,$39205.97,NA,NA,NA,NA,NA,$39205.97,NA,$45086.86,$39205.97,NA,$39205.97,$39205.97,NA,$37245.67,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-C,NA,NA,$28964.87,$35062.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30489.33,NA,NA,NA,NA,$30489.33,NA,NA,NA,NA,NA,$30489.33,NA,$35062.73,$30489.33,NA,$30489.33,$30489.33,NA,$28964.87,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-D,NA,NA,$28559.94,$34572.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30063.10,NA,NA,NA,NA,$30063.10,NA,NA,NA,NA,NA,$30063.10,NA,$34572.56,$30063.10,NA,$30063.10,$30063.10,NA,$28559.94,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-A,NA,NA,$39824.54,$48208.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$41920.56,NA,NA,NA,NA,$41920.56,NA,NA,NA,NA,NA,$41920.56,NA,$48208.65,$41920.56,NA,$41920.56,$41920.56,NA,$39824.54,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-B,NA,NA,$54835.38,$66379.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$57721.45,NA,NA,NA,NA,$57721.45,NA,NA,NA,NA,NA,$57721.45,NA,$66379.67,$57721.45,NA,$57721.45,$57721.45,NA,$54835.38,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-C,NA,NA,$42644.63,$51622.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$44889.09,NA,NA,NA,NA,$44889.09,NA,NA,NA,NA,NA,$44889.09,NA,$51622.45,$44889.09,NA,$44889.09,$44889.09,NA,$42644.63,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-D,NA,NA,$42048.74,$50901.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$44261.83,NA,NA,NA,NA,$44261.83,NA,NA,NA,NA,NA,$44261.83,NA,$50901.10,$44261.83,NA,$44261.83,$44261.83,NA,$42048.74,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-A,NA,NA,$11892.08,$14395.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12517.98,NA,NA,NA,NA,$12517.98,NA,NA,NA,NA,NA,$12517.98,NA,$14395.67,$12517.98,NA,$12517.98,$12517.98,NA,$11892.08,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-B,NA,NA,$17400.17,$21063.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18315.97,NA,NA,NA,NA,$18315.97,NA,NA,NA,NA,NA,$18315.97,NA,$21063.36,$18315.97,NA,$18315.97,$18315.97,NA,$17400.17,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-C,NA,NA,$14119.15,$17091.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14862.26,NA,NA,NA,NA,$14862.26,NA,NA,NA,NA,NA,$14862.26,NA,$17091.60,$14862.26,NA,$14862.26,$14862.26,NA,$14119.15,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-D,NA,NA,$12930.23,$15652.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13610.77,NA,NA,NA,NA,$13610.77,NA,NA,NA,NA,NA,$13610.77,NA,$15652.38,$13610.77,NA,$13610.77,$13610.77,NA,$12930.23,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-A,NA,NA,$14620.28,$17698.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15389.77,NA,NA,NA,NA,$15389.77,NA,NA,NA,NA,NA,$15389.77,NA,$17698.23,$15389.77,NA,$15389.77,$15389.77,NA,$14620.28,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-B,NA,NA,$21393.39,$25897.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22519.36,NA,NA,NA,NA,$22519.36,NA,NA,NA,NA,NA,$22519.36,NA,$25897.27,$22519.36,NA,$22519.36,$22519.36,NA,$21393.39,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-C,NA,NA,$17359.97,$21014.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18273.65,NA,NA,NA,NA,$18273.65,NA,NA,NA,NA,NA,$18273.65,NA,$21014.70,$18273.65,NA,$18273.65,$18273.65,NA,$17359.97,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-D,NA,NA,$15898.23,$19245.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16734.97,NA,NA,NA,NA,$16734.97,NA,NA,NA,NA,NA,$16734.97,NA,$19245.22,$16734.97,NA,$16734.97,$16734.97,NA,$15898.23,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-A,NA,NA,$17305.40,$20948.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18216.21,NA,NA,NA,NA,$18216.21,NA,NA,NA,NA,NA,$18216.21,NA,$20948.64,$18216.21,NA,$18216.21,$18216.21,NA,$17305.40,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-B,NA,NA,$25320.57,$30651.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26653.23,NA,NA,NA,NA,$26653.23,NA,NA,NA,NA,NA,$26653.23,NA,$30651.21,$26653.23,NA,$26653.23,$26653.23,NA,$25320.57,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-C,NA,NA,$20546.22,$24871.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21627.60,NA,NA,NA,NA,$21627.60,NA,NA,NA,NA,NA,$21627.60,NA,$24871.73,$21627.60,NA,$21627.60,$21627.60,NA,$20546.22,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-D,NA,NA,$18817.40,$22778.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19807.79,NA,NA,NA,NA,$19807.79,NA,NA,NA,NA,NA,$19807.79,NA,$22778.96,$19807.79,NA,$19807.79,$19807.79,NA,$18817.40,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2004-A,NA,NA,$19476.47,$23576.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20501.55,NA,NA,NA,NA,$20501.55,NA,NA,NA,NA,NA,$20501.55,NA,$23576.78,$20501.55,NA,$20501.55,$20501.55,NA,$19476.47,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2004-B,NA,NA,$28498.20,$34497.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29998.11,NA,NA,NA,NA,$29998.11,NA,NA,NA,NA,NA,$29998.11,NA,$34497.82,$29998.11,NA,$29998.11,$29998.11,NA,$28498.20,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2004-C,NA,NA,$23123.65,$27991.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24340.68,NA,NA,NA,NA,$24340.68,NA,NA,NA,NA,NA,$24340.68,NA,$27991.78,$24340.68,NA,$24340.68,$24340.68,NA,$23123.65,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2004-D,NA,NA,$21178.01,$25636.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22292.64,NA,NA,NA,NA,$22292.64,NA,NA,NA,NA,NA,$22292.64,NA,$25636.54,$22292.64,NA,$22292.64,$22292.64,NA,$21178.01,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2005-A,NA,NA,$20939.65,$25348.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22041.74,NA,NA,NA,NA,$22041.74,NA,NA,NA,NA,NA,$22041.74,NA,$25348.00,$22041.74,NA,$22041.74,$22041.74,NA,$20939.65,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2005-B,NA,NA,$30639.12,$37089.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32251.70,NA,NA,NA,NA,$32251.70,NA,NA,NA,NA,NA,$32251.70,NA,$37089.46,$32251.70,NA,$32251.70,$32251.70,NA,$30639.12,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2005-C,NA,NA,$24862.51,$30096.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26171.07,NA,NA,NA,NA,$26171.07,NA,NA,NA,NA,NA,$26171.07,NA,$30096.73,$26171.07,NA,$26171.07,$26171.07,NA,$24862.51,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2005-D,NA,NA,$22770.42,$27564.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23968.86,NA,NA,NA,NA,$23968.86,NA,NA,NA,NA,NA,$23968.86,NA,$27564.19,$23968.86,NA,$23968.86,$23968.86,NA,$22770.42,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2101-A,NA,NA,$16185.40,$19592.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17037.27,NA,NA,NA,NA,$17037.27,NA,NA,NA,NA,NA,$17037.27,NA,$19592.86,$17037.27,NA,$17037.27,$17037.27,NA,$16185.40,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2101-B,NA,NA,$25893.49,$31344.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27256.30,NA,NA,NA,NA,$27256.30,NA,NA,NA,NA,NA,$27256.30,NA,$31344.75,$27256.30,NA,$27256.30,$27256.30,NA,$25893.49,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2101-C,NA,NA,$19687.55,$23832.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20723.74,NA,NA,NA,NA,$20723.74,NA,NA,NA,NA,NA,$20723.74,NA,$23832.30,$20723.74,NA,$20723.74,$20723.74,NA,$19687.55,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2101-D,NA,NA,$16185.40,$19592.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17037.27,NA,NA,NA,NA,$17037.27,NA,NA,NA,NA,NA,$17037.27,NA,$19592.86,$17037.27,NA,$17037.27,$17037.27,NA,$16185.40,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2102-A,NA,NA,$21590.11,$26135.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22726.43,NA,NA,NA,NA,$22726.43,NA,NA,NA,NA,NA,$22726.43,NA,$26135.40,$22726.43,NA,$22726.43,$22726.43,NA,$21590.11,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2102-B,NA,NA,$34540.44,$41812.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$36358.36,NA,NA,NA,NA,$36358.36,NA,NA,NA,NA,NA,$36358.36,NA,$41812.12,$36358.36,NA,$36358.36,$36358.36,NA,$34540.44,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2102-C,NA,NA,$26261.08,$31789.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27643.24,NA,NA,NA,NA,$27643.24,NA,NA,NA,NA,NA,$27643.24,NA,$31789.72,$27643.24,NA,$27643.24,$27643.24,NA,$26261.08,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2102-D,NA,NA,$21590.11,$26135.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22726.43,NA,NA,NA,NA,$22726.43,NA,NA,NA,NA,NA,$22726.43,NA,$26135.40,$22726.43,NA,$22726.43,$22726.43,NA,$21590.11,NA,NA
