Encompass Health Rehabilitation Hospital of Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,ADVANET WORK COMP (ADVW) negotiated charge,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,AVMED HEALTH MEDICARE (AVMM) negotiated charge,AVMED HEALTH PLAN (AVMD) negotiated charge,BC HEALTH OPTIONS EXCHANG (BHOZ) negotiated charge,BCBS OUT OF STATE (BCBS) negotiated charge,BCFL BLUE SELECT (BCSE) negotiated charge,BCFL TRADITIONAL (BCFL) negotiated charge,BLUE CROSS HEALTH OPTIONS (BCHO) negotiated charge,CAREPLUS HEALTH MEDICARE (CPHM) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,CORVEL WORK COMP (CVLW) negotiated charge,COVENTRY HEALTHCARE (CHC) negotiated charge,FEDERAL BLUE CROSS (BCFD) negotiated charge,FIRST HEALTH (FTH) negotiated charge,FIRST HEALTH WORK COMP (FTHW) negotiated charge,HEALTH OPTIONS MEDICARE (BCHM) negotiated charge,HEALTHEASE STAYWELL (WLCS) negotiated charge,HERITAGE SUMMIT WORK COMP (HSHW) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA EXCHANGE (HUMZ) negotiated charge,HUMANA MEDICAID (HUMD) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,MEDICAL PARTNERS OF AM (MPAM) negotiated charge,MULTIPLAN (MUL) negotiated charge,NETWORK BLUE MEDICARE (BCBM) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,PRIVATE HEALTHCARE SYSTEM (PHST) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,PYR/AMERICAN PROGRESSIVE (AMPM) negotiated charge,THE RENY COMPANY WC (REN) negotiated charge,TRICARE (TRI) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,VISTA HEALTHCARE MEDICARE (VISM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-A,NA,NA,$22154.82,$26818.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23320.86,NA,NA,NA,NA,NA,NA,$23320.86,NA,NA,NA,NA,NA,NA,$23320.86,NA,$23320.86,NA,NA,$26818.99,$23320.86,NA,$23320.86,$23320.86,NA,$22154.82,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-B,NA,NA,$33458.83,$40502.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$35219.82,NA,NA,NA,NA,NA,NA,$35219.82,NA,NA,NA,NA,NA,NA,$35219.82,NA,$35219.82,NA,NA,$40502.79,$35219.82,NA,$35219.82,$35219.82,NA,$33458.83,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-C,NA,NA,$27431.87,$33207.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28875.65,NA,NA,NA,NA,NA,NA,$28875.65,NA,NA,NA,NA,NA,NA,$28875.65,NA,$28875.65,NA,NA,$33207.00,$28875.65,NA,$28875.65,$28875.65,NA,$27431.87,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-D,NA,NA,$24759.92,$29972.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26063.08,NA,NA,NA,NA,NA,NA,$26063.08,NA,NA,NA,NA,NA,NA,$26063.08,NA,$26063.08,NA,NA,$29972.54,$26063.08,NA,$26063.08,$26063.08,NA,$24759.92,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-A,NA,NA,$15099.19,$18277.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15893.88,NA,NA,NA,NA,NA,NA,$15893.88,NA,NA,NA,NA,NA,NA,$15893.88,NA,$15893.88,NA,NA,$18277.96,$15893.88,NA,$15893.88,$15893.88,NA,$15099.19,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-B,NA,NA,$21038.11,$25467.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22145.38,NA,NA,NA,NA,NA,NA,$22145.38,NA,NA,NA,NA,NA,NA,$22145.38,NA,$22145.38,NA,NA,$25467.19,$22145.38,NA,$22145.38,$22145.38,NA,$21038.11,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-C,NA,NA,$16848.42,$20395.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17735.18,NA,NA,NA,NA,NA,NA,$17735.18,NA,NA,NA,NA,NA,NA,$17735.18,NA,$17735.18,NA,NA,$20395.46,$17735.18,NA,$17735.18,$17735.18,NA,$16848.42,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-D,NA,NA,$15739.87,$19053.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16568.28,NA,NA,NA,NA,NA,NA,$16568.28,NA,NA,NA,NA,NA,NA,$16568.28,NA,$16568.28,NA,NA,$19053.52,$16568.28,NA,$16568.28,$16568.28,NA,$15739.87,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-A,NA,NA,$18618.85,$22538.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19598.79,NA,NA,NA,NA,NA,NA,$19598.79,NA,NA,NA,NA,NA,NA,$19598.79,NA,$19598.79,NA,NA,$22538.61,$19598.79,NA,$19598.79,$19598.79,NA,$18618.85,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-B,NA,NA,$25941.84,$31403.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27307.20,NA,NA,NA,NA,NA,NA,$27307.20,NA,NA,NA,NA,NA,NA,$27307.20,NA,$27307.20,NA,NA,$31403.28,$27307.20,NA,$27307.20,$27307.20,NA,$25941.84,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-C,NA,NA,$20775.64,$25149.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21869.10,NA,NA,NA,NA,NA,NA,$21869.10,NA,NA,NA,NA,NA,NA,$21869.10,NA,$21869.10,NA,NA,$25149.46,$21869.10,NA,$21869.10,$21869.10,NA,$20775.64,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-D,NA,NA,$19409.51,$23495.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20431.07,NA,NA,NA,NA,NA,NA,$20431.07,NA,NA,NA,NA,NA,NA,$20431.07,NA,$20431.07,NA,NA,$23495.72,$20431.07,NA,$20431.07,$20431.07,NA,$19409.51,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-A,NA,NA,$21618.47,$26169.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22756.29,NA,NA,NA,NA,NA,NA,$22756.29,NA,NA,NA,NA,NA,NA,$22756.29,NA,$22756.29,NA,NA,$26169.73,$22756.29,NA,$22756.29,$22756.29,NA,$21618.47,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-B,NA,NA,$30120.12,$36461.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$31705.39,NA,NA,NA,NA,NA,NA,$31705.39,NA,NA,NA,NA,NA,NA,$31705.39,NA,$31705.39,NA,NA,$36461.20,$31705.39,NA,$31705.39,$31705.39,NA,$30120.12,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-C,NA,NA,$24120.87,$29198.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25390.39,NA,NA,NA,NA,NA,NA,$25390.39,NA,NA,NA,NA,NA,NA,$25390.39,NA,$25390.39,NA,NA,$29198.95,$25390.39,NA,$25390.39,$25390.39,NA,$24120.87,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-D,NA,NA,$22534.66,$27278.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23720.70,NA,NA,NA,NA,NA,NA,$23720.70,NA,NA,NA,NA,NA,NA,$23720.70,NA,$23720.70,NA,NA,$27278.80,$23720.70,NA,$23720.70,$23720.70,NA,$22534.66,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-A,NA,NA,$25064.78,$30341.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26383.98,NA,NA,NA,NA,NA,NA,$26383.98,NA,NA,NA,NA,NA,NA,$26383.98,NA,$26383.98,NA,NA,$30341.57,$26383.98,NA,$26383.98,$26383.98,NA,$25064.78,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-B,NA,NA,$34921.15,$42272.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$36759.10,NA,NA,NA,NA,NA,NA,$36759.10,NA,NA,NA,NA,NA,NA,$36759.10,NA,$36759.10,NA,NA,$42272.97,$36759.10,NA,$36759.10,$36759.10,NA,$34921.15,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-C,NA,NA,$27964.96,$33852.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29436.80,NA,NA,NA,NA,NA,NA,$29436.80,NA,NA,NA,NA,NA,NA,$29436.80,NA,$29436.80,NA,NA,$33852.32,$29436.80,NA,$29436.80,$29436.80,NA,$27964.96,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-D,NA,NA,$26127.69,$31628.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27502.83,NA,NA,NA,NA,NA,NA,$27502.83,NA,NA,NA,NA,NA,NA,$27502.83,NA,$27502.83,NA,NA,$31628.25,$27502.83,NA,$27502.83,$27502.83,NA,$26127.69,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-A,NA,NA,$13087.48,$15842.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13776.30,NA,NA,NA,NA,NA,NA,$13776.30,NA,NA,NA,NA,NA,NA,$13776.30,NA,$13776.30,NA,NA,$15842.74,$13776.30,NA,$13776.30,$13776.30,NA,$13087.48,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-B,NA,NA,$16121.34,$19515.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16969.83,NA,NA,NA,NA,NA,NA,$16969.83,NA,NA,NA,NA,NA,NA,$16969.83,NA,$16969.83,NA,NA,$19515.31,$16969.83,NA,$16969.83,$16969.83,NA,$16121.34,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-C,NA,NA,$16121.34,$19515.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16969.83,NA,NA,NA,NA,NA,NA,$16969.83,NA,NA,NA,NA,NA,NA,$16969.83,NA,$16969.83,NA,NA,$19515.31,$16969.83,NA,$16969.83,$16969.83,NA,$16121.34,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-D,NA,NA,$14540.02,$17601.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15305.28,NA,NA,NA,NA,NA,NA,$15305.28,NA,NA,NA,NA,NA,NA,$15305.28,NA,$15305.28,NA,NA,$17601.07,$15305.28,NA,$15305.28,$15305.28,NA,$14540.02,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-A,NA,NA,$14659.02,$17745.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15430.55,NA,NA,NA,NA,NA,NA,$15430.55,NA,NA,NA,NA,NA,NA,$15430.55,NA,$15430.55,NA,NA,$17745.13,$15430.55,NA,$15430.55,$15430.55,NA,$14659.02,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-B,NA,NA,$18059.68,$21861.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19010.19,NA,NA,NA,NA,NA,NA,$19010.19,NA,NA,NA,NA,NA,NA,$19010.19,NA,$19010.19,NA,NA,$21861.72,$19010.19,NA,$19010.19,$19010.19,NA,$18059.68,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-C,NA,NA,$18059.68,$21861.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19010.19,NA,NA,NA,NA,NA,NA,$19010.19,NA,NA,NA,NA,NA,NA,$19010.19,NA,$19010.19,NA,NA,$21861.72,$19010.19,NA,$19010.19,$19010.19,NA,$18059.68,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-D,NA,NA,$16287.62,$19716.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17144.87,NA,NA,NA,NA,NA,NA,$17144.87,NA,NA,NA,NA,NA,NA,$17144.87,NA,$17144.87,NA,NA,$19716.60,$17144.87,NA,$17144.87,$17144.87,NA,$16287.62,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-A,NA,NA,$17914.59,$21686.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18857.46,NA,NA,NA,NA,NA,NA,$18857.46,NA,NA,NA,NA,NA,NA,$18857.46,NA,$18857.46,NA,NA,$21686.08,$18857.46,NA,$18857.46,$18857.46,NA,$17914.59,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-B,NA,NA,$22070.05,$26716.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23231.63,NA,NA,NA,NA,NA,NA,$23231.63,NA,NA,NA,NA,NA,NA,$23231.63,NA,$23231.63,NA,NA,$26716.37,$23231.63,NA,$23231.63,$23231.63,NA,$22070.05,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-C,NA,NA,$22070.05,$26716.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23231.63,NA,NA,NA,NA,NA,NA,$23231.63,NA,NA,NA,NA,NA,NA,$23231.63,NA,$23231.63,NA,NA,$26716.37,$23231.63,NA,$23231.63,$23231.63,NA,$22070.05,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-D,NA,NA,$19903.47,$24093.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20951.02,NA,NA,NA,NA,NA,NA,$20951.02,NA,NA,NA,NA,NA,NA,$20951.02,NA,$20951.02,NA,NA,$24093.68,$20951.02,NA,$20951.02,$20951.02,NA,$19903.47,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-A,NA,NA,$22762.89,$27555.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23960.94,NA,NA,NA,NA,NA,NA,$23960.94,NA,NA,NA,NA,NA,NA,$23960.94,NA,$23960.94,NA,NA,$27555.08,$23960.94,NA,$23960.94,$23960.94,NA,$22762.89,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-B,NA,NA,$28041.58,$33945.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29517.45,NA,NA,NA,NA,NA,NA,$29517.45,NA,NA,NA,NA,NA,NA,$29517.45,NA,$29517.45,NA,NA,$33945.07,$29517.45,NA,$29517.45,$29517.45,NA,$28041.58,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-C,NA,NA,$28041.58,$33945.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29517.45,NA,NA,NA,NA,NA,NA,$29517.45,NA,NA,NA,NA,NA,NA,$29517.45,NA,$29517.45,NA,NA,$33945.07,$29517.45,NA,$29517.45,$29517.45,NA,$28041.58,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-D,NA,NA,$25289.75,$30613.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26620.79,NA,NA,NA,NA,NA,NA,$26620.79,NA,NA,NA,NA,NA,NA,$26620.79,NA,$26620.79,NA,NA,$30613.91,$26620.79,NA,$26620.79,$26620.79,NA,$25289.75,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-A,NA,NA,$14724.23,$17824.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15499.19,NA,NA,NA,NA,NA,NA,$15499.19,NA,NA,NA,NA,NA,NA,$15499.19,NA,$15499.19,NA,NA,$17824.07,$15499.19,NA,$15499.19,$15499.19,NA,$14724.23,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-B,NA,NA,$22676.49,$27450.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23869.99,NA,NA,NA,NA,NA,NA,$23869.99,NA,NA,NA,NA,NA,NA,$23869.99,NA,$23869.99,NA,NA,$27450.49,$23869.99,NA,$23869.99,$23869.99,NA,$22676.49,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-C,NA,NA,$17789.06,$21534.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18725.33,NA,NA,NA,NA,NA,NA,$18725.33,NA,NA,NA,NA,NA,NA,$18725.33,NA,$18725.33,NA,NA,$21534.13,$18725.33,NA,$18725.33,$18725.33,NA,$17789.06,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-D,NA,NA,$16170.25,$19574.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17021.31,NA,NA,NA,NA,NA,NA,$17021.31,NA,NA,NA,NA,NA,NA,$17021.31,NA,$17021.31,NA,NA,$19574.51,$17021.31,NA,$17021.31,$17021.31,NA,$16170.25,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-A,NA,NA,$17983.06,$21768.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18929.54,NA,NA,NA,NA,NA,NA,$18929.54,NA,NA,NA,NA,NA,NA,$18929.54,NA,$18929.54,NA,NA,$21768.97,$18929.54,NA,$18929.54,$18929.54,NA,$17983.06,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-B,NA,NA,$27694.34,$33524.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29151.93,NA,NA,NA,NA,NA,NA,$29151.93,NA,NA,NA,NA,NA,NA,$29151.93,NA,$29151.93,NA,NA,$33524.72,$29151.93,NA,$29151.93,$29151.93,NA,$27694.34,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-C,NA,NA,$21727.70,$26301.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22871.26,NA,NA,NA,NA,NA,NA,$22871.26,NA,NA,NA,NA,NA,NA,$22871.26,NA,$22871.26,NA,NA,$26301.95,$22871.26,NA,$22871.26,$22871.26,NA,$21727.70,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-D,NA,NA,$19750.23,$23908.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20789.72,NA,NA,NA,NA,NA,NA,$20789.72,NA,NA,NA,NA,NA,NA,$20789.72,NA,$20789.72,NA,NA,$23908.17,$20789.72,NA,$20789.72,$20789.72,NA,$19750.23,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-A,NA,NA,$21318.51,$25806.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22440.54,NA,NA,NA,NA,NA,NA,$22440.54,NA,NA,NA,NA,NA,NA,$22440.54,NA,$22440.54,NA,NA,$25806.62,$22440.54,NA,$22440.54,$22440.54,NA,$21318.51,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-B,NA,NA,$32832.82,$39744.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$34560.86,NA,NA,NA,NA,NA,NA,$34560.86,NA,NA,NA,NA,NA,NA,$34560.86,NA,$34560.86,NA,NA,$39744.99,$34560.86,NA,$34560.86,$34560.86,NA,$32832.82,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-C,NA,NA,$25756.00,$31178.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27111.57,NA,NA,NA,NA,NA,NA,$27111.57,NA,NA,NA,NA,NA,NA,$27111.57,NA,$27111.57,NA,NA,$31178.31,$27111.57,NA,$27111.57,$27111.57,NA,$25756.00,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-D,NA,NA,$23413.36,$28342.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24645.64,NA,NA,NA,NA,NA,NA,$24645.64,NA,NA,NA,NA,NA,NA,$24645.64,NA,$24645.64,NA,NA,$28342.48,$24645.64,NA,$24645.64,$24645.64,NA,$23413.36,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-A,NA,NA,$23582.90,$28547.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24824.10,NA,NA,NA,NA,NA,NA,$24824.10,NA,NA,NA,NA,NA,NA,$24824.10,NA,$24824.10,NA,NA,$28547.72,$24824.10,NA,$24824.10,$24824.10,NA,$23582.90,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-B,NA,NA,$36319.88,$43966.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38231.45,NA,NA,NA,NA,NA,NA,$38231.45,NA,NA,NA,NA,NA,NA,$38231.45,NA,$38231.45,NA,NA,$43966.17,$38231.45,NA,$38231.45,$38231.45,NA,$36319.88,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-C,NA,NA,$28493.15,$34491.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29992.79,NA,NA,NA,NA,NA,NA,$29992.79,NA,NA,NA,NA,NA,NA,$29992.79,NA,$29992.79,NA,NA,$34491.71,$29992.79,NA,$29992.79,$29992.79,NA,$28493.15,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-D,NA,NA,$25901.09,$31353.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27264.30,NA,NA,NA,NA,NA,NA,$27264.30,NA,NA,NA,NA,NA,NA,$27264.30,NA,$27264.30,NA,NA,$31353.95,$27264.30,NA,$27264.30,$27264.30,NA,$25901.09,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-A,NA,NA,$25876.63,$31324.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27238.56,NA,NA,NA,NA,NA,NA,$27238.56,NA,NA,NA,NA,NA,NA,$27238.56,NA,$27238.56,NA,NA,$31324.34,$27238.56,NA,$27238.56,$27238.56,NA,$25876.63,NA,NA,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-B,NA,NA,$39854.22,$48244.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$41951.81,NA,NA,NA,NA,NA,NA,$41951.81,NA,NA,NA,NA,NA,NA,$41951.81,NA,$41951.81,NA,NA,$48244.58,$41951.81,NA,$41951.81,$41951.81,NA,$39854.22,NA,NA,NA,NA
