Encompass Health Rehabilitation Hospital of Western Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALLWAYS HEALTH PART EXCH (ALLZ) negotiated charge,ALLWAYS HEALTH PART MCD (ALLD) negotiated charge,ALLWAYS HEALTH PARTNERS (ALL) negotiated charge,BC BS OF MA (BCMA) negotiated charge,BCBS MA EXCHANGE (BMAZ) negotiated charge,BCBS OF MASS MEDICARE (BMAM) negotiated charge,BCMA BLUE BENEFIT ADMIN (BCMB) negotiated charge,BMC HEALTHNET (BMCD) negotiated charge,BOSTON MEDICAL CTR DUAL (BMCB) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,COMMONWEALTH CARE DUAL (COM) negotiated charge,CONNECTICARE (CTC) negotiated charge,CORVEL WC (CVLW) negotiated charge,COVENTRY HEALTHCARE WC (CHCW) negotiated charge,FALLON COMMUNITY HEALTH (FAL) negotiated charge,FALLON EXCHANGE (FALZ) negotiated charge,FALLON MEDICAID (FALD) negotiated charge,FALLON SENIOR (FALM) negotiated charge,HARVARD PILGRIM EXCHANGE (HPHZ) negotiated charge,HARVARD PILGRIM HEALTHCAR (HPH) negotiated charge,HEALTH NEW ENGLAND (HNE) negotiated charge,HEALTH NEW ENGLAND EXCHGE (HNEZ) negotiated charge,HEALTH NEW ENGLAND MEDICA (HNEM) negotiated charge,HEALTH NEWENGLAND MEDICAI (HNED) negotiated charge,NETWORK HEALTH (NTH) negotiated charge,NETWORK HEALTH BELOW 65 D (NTHB) negotiated charge,NETWORK HEALTH EXCHANGE (NTHZ) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,PRIVATE HEALTHCARE SYSTEM (PHST) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,PYR/AMERICAN PROGRESSIVE (AMPM) negotiated charge,TRICARE (TRI) negotiated charge,TUFTS HMO/PPO (TFTH) negotiated charge,TUFTS POS (TFTP) negotiated charge,TUFTS SECURE HORIZONS (TFTS) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNICARE CIP (UNCI) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,WELLSENSE MEDICARE (WLSM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1304-D,NA,NA,$25049.53,$32007.74,NA,$27832.81,NA,NA,NA,NA,NA,NA,NA,NA,$27832.81,NA,NA,$27832.81,NA,$25049.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27832.81,NA,NA,$27832.81,NA,NA,NA,$32007.74,$27832.81,$27832.81,NA,NA,NA,$27832.81,NA,NA,$27832.81,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1305-A,NA,NA,$22516.83,$28771.51,NA,$25018.70,NA,NA,NA,NA,NA,NA,NA,NA,$25018.70,NA,NA,$25018.70,NA,$22516.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25018.70,NA,NA,$25018.70,NA,NA,NA,$28771.51,$25018.70,$25018.70,NA,NA,NA,$25018.70,NA,NA,$25018.70,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1305-B,NA,NA,$32357.78,$41346.05,NA,$35953.09,NA,NA,NA,NA,NA,NA,NA,NA,$35953.09,NA,NA,$35953.09,NA,$32357.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$35953.09,NA,NA,$35953.09,NA,NA,NA,$41346.05,$35953.09,$35953.09,NA,NA,NA,$35953.09,NA,NA,$35953.09,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1305-C,NA,NA,$26717.33,$34138.81,NA,$29685.92,NA,NA,NA,NA,NA,NA,NA,NA,$29685.92,NA,NA,$29685.92,NA,$26717.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29685.92,NA,NA,$29685.92,NA,NA,NA,$34138.81,$29685.92,$29685.92,NA,NA,NA,$29685.92,NA,NA,$29685.92,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,CMG 1305-D,NA,NA,$25362.63,$32407.81,NA,$28180.70,NA,NA,NA,NA,NA,NA,NA,NA,$28180.70,NA,NA,$28180.70,NA,$25362.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28180.70,NA,NA,$28180.70,NA,NA,NA,$32407.81,$28180.70,$28180.70,NA,NA,NA,$28180.70,NA,NA,$28180.70,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1401-A,NA,NA,$11756.74,$15022.50,NA,$13063.05,NA,NA,NA,NA,NA,NA,NA,NA,$13063.05,NA,NA,$13063.05,NA,$11756.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13063.05,NA,NA,$13063.05,NA,NA,NA,$15022.50,$13063.05,$13063.05,NA,NA,NA,$13063.05,NA,NA,$13063.05,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1401-B,NA,NA,$17756.79,$22689.23,NA,$19729.76,NA,NA,NA,NA,NA,NA,NA,NA,$19729.76,NA,NA,$19729.76,NA,$17756.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19729.76,NA,NA,$19729.76,NA,NA,NA,$22689.23,$19729.76,$19729.76,NA,NA,NA,$19729.76,NA,NA,$19729.76,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1401-C,NA,NA,$14557.59,$18601.36,NA,$16175.10,NA,NA,NA,NA,NA,NA,NA,NA,$16175.10,NA,NA,$16175.10,NA,$14557.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16175.10,NA,NA,$16175.10,NA,NA,NA,$18601.36,$16175.10,$16175.10,NA,NA,NA,$16175.10,NA,NA,$16175.10,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1401-D,NA,NA,$13139.34,$16789.16,NA,$14599.27,NA,NA,NA,NA,NA,NA,NA,NA,$14599.27,NA,NA,$14599.27,NA,$13139.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14599.27,NA,NA,$14599.27,NA,NA,NA,$16789.16,$14599.27,$14599.27,NA,NA,NA,$14599.27,NA,NA,$14599.27,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1402-A,NA,NA,$14769.94,$18872.70,NA,$16411.04,NA,NA,NA,NA,NA,NA,NA,NA,$16411.04,NA,NA,$16411.04,NA,$14769.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16411.04,NA,NA,$16411.04,NA,NA,NA,$18872.70,$16411.04,$16411.04,NA,NA,NA,$16411.04,NA,NA,$16411.04,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1402-B,NA,NA,$22306.03,$28502.15,NA,$24784.48,NA,NA,NA,NA,NA,NA,NA,NA,$24784.48,NA,NA,$24784.48,NA,$22306.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24784.48,NA,NA,$24784.48,NA,NA,NA,$28502.15,$24784.48,$24784.48,NA,NA,NA,$24784.48,NA,NA,$24784.48,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1402-C,NA,NA,$18288.44,$23368.56,NA,$20320.49,NA,NA,NA,NA,NA,NA,NA,NA,$20320.49,NA,NA,$20320.49,NA,$18288.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20320.49,NA,NA,$20320.49,NA,NA,NA,$23368.56,$20320.49,$20320.49,NA,NA,NA,$20320.49,NA,NA,$20320.49,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1402-D,NA,NA,$16507.49,$21092.90,NA,$18341.65,NA,NA,NA,NA,NA,NA,NA,NA,$18341.65,NA,NA,$18341.65,NA,$16507.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18341.65,NA,NA,$18341.65,NA,NA,NA,$21092.90,$18341.65,$18341.65,NA,NA,NA,$18341.65,NA,NA,$18341.65,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1403-A,NA,NA,$17933.49,$22915.01,NA,$19926.10,NA,NA,NA,NA,NA,NA,NA,NA,$19926.10,NA,NA,$19926.10,NA,$17933.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19926.10,NA,NA,$19926.10,NA,NA,NA,$22915.01,$19926.10,$19926.10,NA,NA,NA,$19926.10,NA,NA,$19926.10,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1403-B,NA,NA,$27084.68,$34608.20,NA,$30094.09,NA,NA,NA,NA,NA,NA,NA,NA,$30094.09,NA,NA,$30094.09,NA,$27084.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30094.09,NA,NA,$30094.09,NA,NA,NA,$34608.20,$30094.09,$30094.09,NA,NA,NA,$30094.09,NA,NA,$30094.09,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1403-C,NA,NA,$22205.28,$28373.42,NA,$24672.54,NA,NA,NA,NA,NA,NA,NA,NA,$24672.54,NA,NA,$24672.54,NA,$22205.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24672.54,NA,NA,$24672.54,NA,NA,NA,$28373.42,$24672.54,$24672.54,NA,NA,NA,$24672.54,NA,NA,$24672.54,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1403-D,NA,NA,$20043.04,$25610.55,NA,$22270.04,NA,NA,NA,NA,NA,NA,NA,NA,$22270.04,NA,NA,$22270.04,NA,$20043.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22270.04,NA,NA,$22270.04,NA,NA,NA,$25610.55,$22270.04,$22270.04,NA,NA,NA,$22270.04,NA,NA,$22270.04,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-A,NA,NA,$21064.49,$26915.73,NA,$23404.98,NA,NA,NA,NA,NA,NA,NA,NA,$23404.98,NA,NA,$23404.98,NA,$21064.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23404.98,NA,NA,$23404.98,NA,NA,NA,$26915.73,$23404.98,$23404.98,NA,NA,NA,$23404.98,NA,NA,$23404.98,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-B,NA,NA,$31812.18,$40648.89,NA,$35346.86,NA,NA,NA,NA,NA,NA,NA,NA,$35346.86,NA,NA,$35346.86,NA,$31812.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$35346.86,NA,NA,$35346.86,NA,NA,NA,$40648.89,$35346.86,$35346.86,NA,NA,NA,$35346.86,NA,NA,$35346.86,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-C,NA,NA,$26081.83,$33326.78,NA,$28979.81,NA,NA,NA,NA,NA,NA,NA,NA,$28979.81,NA,NA,$28979.81,NA,$26081.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28979.81,NA,NA,$28979.81,NA,NA,NA,$33326.78,$28979.81,$28979.81,NA,NA,NA,$28979.81,NA,NA,$28979.81,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-D,NA,NA,$23541.38,$30080.66,NA,$26157.09,NA,NA,NA,NA,NA,NA,NA,NA,$26157.09,NA,NA,$26157.09,NA,$23541.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26157.09,NA,NA,$26157.09,NA,NA,NA,$30080.66,$26157.09,$26157.09,NA,NA,NA,$26157.09,NA,NA,$26157.09,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-A,NA,NA,$14356.09,$18343.89,NA,$15951.21,NA,NA,NA,NA,NA,NA,NA,NA,$15951.21,NA,NA,$15951.21,NA,$14356.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15951.21,NA,NA,$15951.21,NA,NA,NA,$18343.89,$15951.21,$15951.21,NA,NA,NA,$15951.21,NA,NA,$15951.21,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-B,NA,NA,$20002.74,$25559.05,NA,$22225.26,NA,NA,NA,NA,NA,NA,NA,NA,$22225.26,NA,NA,$22225.26,NA,$20002.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22225.26,NA,NA,$22225.26,NA,NA,NA,$25559.05,$22225.26,$22225.26,NA,NA,NA,$22225.26,NA,NA,$22225.26,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-C,NA,NA,$16019.24,$20469.03,NA,$17799.15,NA,NA,NA,NA,NA,NA,NA,NA,$17799.15,NA,NA,$17799.15,NA,$16019.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17799.15,NA,NA,$17799.15,NA,NA,NA,$20469.03,$17799.15,$17799.15,NA,NA,NA,$17799.15,NA,NA,$17799.15,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-D,NA,NA,$14965.24,$19122.25,NA,$16628.04,NA,NA,NA,NA,NA,NA,NA,NA,$16628.04,NA,NA,$16628.04,NA,$14965.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16628.04,NA,NA,$16628.04,NA,NA,NA,$19122.25,$16628.04,$16628.04,NA,NA,NA,$16628.04,NA,NA,$16628.04,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-A,NA,NA,$17702.54,$22619.91,NA,$19669.49,NA,NA,NA,NA,NA,NA,NA,NA,$19669.49,NA,NA,$19669.49,NA,$17702.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19669.49,NA,NA,$19669.49,NA,NA,NA,$22619.91,$19669.49,$19669.49,NA,NA,NA,$19669.49,NA,NA,$19669.49,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-B,NA,NA,$24665.13,$31516.56,NA,$27405.70,NA,NA,NA,NA,NA,NA,NA,NA,$27405.70,NA,NA,$27405.70,NA,$24665.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27405.70,NA,NA,$27405.70,NA,NA,NA,$31516.56,$27405.70,$27405.70,NA,NA,NA,$27405.70,NA,NA,$27405.70,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-C,NA,NA,$19753.19,$25240.18,NA,$21947.98,NA,NA,NA,NA,NA,NA,NA,NA,$21947.98,NA,NA,$21947.98,NA,$19753.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21947.98,NA,NA,$21947.98,NA,NA,NA,$25240.18,$21947.98,$21947.98,NA,NA,NA,$21947.98,NA,NA,$21947.98,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-D,NA,NA,$18454.29,$23580.48,NA,$20504.76,NA,NA,NA,NA,NA,NA,NA,NA,$20504.76,NA,NA,$20504.76,NA,$18454.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20504.76,NA,NA,$20504.76,NA,NA,NA,$23580.48,$20504.76,$20504.76,NA,NA,NA,$20504.76,NA,NA,$20504.76,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-A,NA,NA,$20554.54,$26264.13,NA,$22838.37,NA,NA,NA,NA,NA,NA,NA,NA,$22838.37,NA,NA,$22838.37,NA,$20554.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22838.37,NA,NA,$22838.37,NA,NA,NA,$26264.13,$22838.37,$22838.37,NA,NA,NA,$22838.37,NA,NA,$22838.37,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-B,NA,NA,$28637.78,$36592.72,NA,$31819.76,NA,NA,NA,NA,NA,NA,NA,NA,$31819.76,NA,NA,$31819.76,NA,$28637.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$31819.76,NA,NA,$31819.76,NA,NA,NA,$36592.72,$31819.76,$31819.76,NA,NA,NA,$31819.76,NA,NA,$31819.76,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-C,NA,NA,$22933.78,$29304.28,NA,$25481.98,NA,NA,NA,NA,NA,NA,NA,NA,$25481.98,NA,NA,$25481.98,NA,$22933.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25481.98,NA,NA,$25481.98,NA,NA,NA,$29304.28,$25481.98,$25481.98,NA,NA,NA,$25481.98,NA,NA,$25481.98,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-D,NA,NA,$21425.63,$27377.20,NA,$23806.26,NA,NA,NA,NA,NA,NA,NA,NA,$23806.26,NA,NA,$23806.26,NA,$21425.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23806.26,NA,NA,$23806.26,NA,NA,NA,$27377.20,$23806.26,$23806.26,NA,NA,NA,$23806.26,NA,NA,$23806.26,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-A,NA,NA,$23831.23,$30451.02,NA,$26479.15,NA,NA,NA,NA,NA,NA,NA,NA,$26479.15,NA,NA,$26479.15,NA,$23831.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26479.15,NA,NA,$26479.15,NA,NA,NA,$30451.02,$26479.15,$26479.15,NA,NA,NA,$26479.15,NA,NA,$26479.15,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-B,NA,NA,$33202.53,$42425.45,NA,$36891.70,NA,NA,NA,NA,NA,NA,NA,NA,$36891.70,NA,NA,$36891.70,NA,$33202.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$36891.70,NA,NA,$36891.70,NA,NA,NA,$42425.45,$36891.70,$36891.70,NA,NA,NA,$36891.70,NA,NA,$36891.70,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-C,NA,NA,$26588.68,$33974.43,NA,$29542.98,NA,NA,NA,NA,NA,NA,NA,NA,$29542.98,NA,NA,$29542.98,NA,$26588.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29542.98,NA,NA,$29542.98,NA,NA,NA,$33974.43,$29542.98,$29542.98,NA,NA,NA,$29542.98,NA,NA,$29542.98,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-D,NA,NA,$24841.83,$31742.34,NA,$27602.04,NA,NA,NA,NA,NA,NA,NA,NA,$27602.04,NA,NA,$27602.04,NA,$24841.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27602.04,NA,NA,$27602.04,NA,NA,NA,$31742.34,$27602.04,$27602.04,NA,NA,NA,$27602.04,NA,NA,$27602.04,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-A,NA,NA,$12443.39,$15899.89,NA,$13825.99,NA,NA,NA,NA,NA,NA,NA,NA,$13825.99,NA,NA,$13825.99,NA,$12443.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13825.99,NA,NA,$13825.99,NA,NA,NA,$15899.89,$13825.99,$13825.99,NA,NA,NA,$13825.99,NA,NA,$13825.99,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-B,NA,NA,$15327.94,$19585.70,NA,$17031.04,NA,NA,NA,NA,NA,NA,NA,NA,$17031.04,NA,NA,$17031.04,NA,$15327.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17031.04,NA,NA,$17031.04,NA,NA,NA,$19585.70,$17031.04,$17031.04,NA,NA,NA,$17031.04,NA,NA,$17031.04,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-C,NA,NA,$15327.94,$19585.70,NA,$17031.04,NA,NA,NA,NA,NA,NA,NA,NA,$17031.04,NA,NA,$17031.04,NA,$15327.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17031.04,NA,NA,$17031.04,NA,NA,NA,$19585.70,$17031.04,$17031.04,NA,NA,NA,$17031.04,NA,NA,$17031.04,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-D,NA,NA,$13824.44,$17664.56,NA,$15360.49,NA,NA,NA,NA,NA,NA,NA,NA,$15360.49,NA,NA,$15360.49,NA,$13824.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15360.49,NA,NA,$15360.49,NA,NA,NA,$17664.56,$15360.49,$15360.49,NA,NA,NA,$15360.49,NA,NA,$15360.49,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-A,NA,NA,$13937.59,$17809.14,NA,$15486.21,NA,NA,NA,NA,NA,NA,NA,NA,$15486.21,NA,NA,$15486.21,NA,$13937.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15486.21,NA,NA,$15486.21,NA,NA,NA,$17809.14,$15486.21,$15486.21,NA,NA,NA,$15486.21,NA,NA,$15486.21,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-B,NA,NA,$17170.89,$21940.58,NA,$19078.76,NA,NA,NA,NA,NA,NA,NA,NA,$19078.76,NA,NA,$19078.76,NA,$17170.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19078.76,NA,NA,$19078.76,NA,NA,NA,$21940.58,$19078.76,$19078.76,NA,NA,NA,$19078.76,NA,NA,$19078.76,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-C,NA,NA,$17170.89,$21940.58,NA,$19078.76,NA,NA,NA,NA,NA,NA,NA,NA,$19078.76,NA,NA,$19078.76,NA,$17170.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19078.76,NA,NA,$19078.76,NA,NA,NA,$21940.58,$19078.76,$19078.76,NA,NA,NA,$19078.76,NA,NA,$19078.76,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-D,NA,NA,$15486.04,$19787.72,NA,$17206.71,NA,NA,NA,NA,NA,NA,NA,NA,$17206.71,NA,NA,$17206.71,NA,$15486.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17206.71,NA,NA,$17206.71,NA,NA,NA,$19787.72,$17206.71,$17206.71,NA,NA,NA,$17206.71,NA,NA,$17206.71,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-A,NA,NA,$17032.94,$21764.31,NA,$18925.49,NA,NA,NA,NA,NA,NA,NA,NA,$18925.49,NA,NA,$18925.49,NA,$17032.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18925.49,NA,NA,$18925.49,NA,NA,NA,$21764.31,$18925.49,$18925.49,NA,NA,NA,$18925.49,NA,NA,$18925.49,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-B,NA,NA,$20983.89,$26812.74,NA,$23315.43,NA,NA,NA,NA,NA,NA,NA,NA,$23315.43,NA,NA,$23315.43,NA,$20983.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23315.43,NA,NA,$23315.43,NA,NA,NA,$26812.74,$23315.43,$23315.43,NA,NA,NA,$23315.43,NA,NA,$23315.43,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-C,NA,NA,$20983.89,$26812.74,NA,$23315.43,NA,NA,NA,NA,NA,NA,NA,NA,$23315.43,NA,NA,$23315.43,NA,$20983.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23315.43,NA,NA,$23315.43,NA,NA,NA,$26812.74,$23315.43,$23315.43,NA,NA,NA,$23315.43,NA,NA,$23315.43,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-D,NA,NA,$18923.94,$24180.59,NA,$21026.60,NA,NA,NA,NA,NA,NA,NA,NA,$21026.60,NA,NA,$21026.60,NA,$18923.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21026.60,NA,NA,$21026.60,NA,NA,NA,$24180.59,$21026.60,$21026.60,NA,NA,NA,$21026.60,NA,NA,$21026.60,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-A,NA,NA,$21642.63,$27654.48,NA,$24047.37,NA,NA,NA,NA,NA,NA,NA,NA,$24047.37,NA,NA,$24047.37,NA,$21642.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24047.37,NA,NA,$24047.37,NA,NA,NA,$27654.48,$24047.37,$24047.37,NA,NA,NA,$24047.37,NA,NA,$24047.37,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-B,NA,NA,$26661.53,$34067.51,NA,$29623.92,NA,NA,NA,NA,NA,NA,NA,NA,$29623.92,NA,NA,$29623.92,NA,$26661.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29623.92,NA,NA,$29623.92,NA,NA,NA,$34067.51,$29623.92,$29623.92,NA,NA,NA,$29623.92,NA,NA,$29623.92,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-C,NA,NA,$26661.53,$34067.51,NA,$29623.92,NA,NA,NA,NA,NA,NA,NA,NA,$29623.92,NA,NA,$29623.92,NA,$26661.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29623.92,NA,NA,$29623.92,NA,NA,NA,$34067.51,$29623.92,$29623.92,NA,NA,NA,$29623.92,NA,NA,$29623.92,NA,NA
