Encompass Health Lakeshore Rehabilitation Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALAMED (ALMD) negotiated charge,BC FEP (BCFD) negotiated charge,BCBS OF AL EXCHANGE (BALZ) negotiated charge,BCBS OF AL MEDICARE ADVAN (BCAD) negotiated charge,BCBS OF ALABAMA (BCAL) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,CORVEL (CVL) negotiated charge,CORVEL WORK COMP (CVLW) negotiated charge,COVENTRY-NATIONAL (CHCN) negotiated charge,COVENTRY-SOUTHCARE (CHC) negotiated charge,FIRST HEALTH (FTH) negotiated charge,FIRST HEALTH WORK COMP (FTHW) negotiated charge,HEALTH CHOICE OF ALABAMA (HEAK) negotiated charge,HEALTHSPRING MEDICARE (HLSM) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,MULTIPLAN (MUL) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,ONECALL MEDICAL (OCL) negotiated charge,PRIVATE HEALTHCARE SYSTEM (PHST) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,PYR/AMERICAN PROGRESSIVE (AMPM) negotiated charge,TRICARE (TRI) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,UNITED MINE WORKERS (UMW) negotiated charge,VIVA HEALTH (VIH) negotiated charge,VIVA MEDICARE (VIVM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-D,NA,NA,$24817.00,$30041.63,NA,NA,NA,NA,NA,$24817.00,NA,NA,NA,$26123.16,NA,NA,NA,NA,NA,NA,NA,NA,$26123.16,NA,$26123.16,NA,NA,NA,NA,$30041.63,$26123.16,$26123.16,NA,$24817.00,$26123.16,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-A,NA,NA,$11644.09,$14095.48,NA,NA,NA,NA,NA,$11644.09,NA,NA,NA,$12256.94,NA,NA,NA,NA,NA,NA,NA,NA,$12256.94,NA,$12256.94,NA,NA,NA,NA,$14095.48,$12256.94,$12256.94,NA,$11644.09,$12256.94,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-B,NA,NA,$17624.14,$21334.49,NA,NA,NA,NA,NA,$17624.14,NA,NA,NA,$18551.73,NA,NA,NA,NA,NA,NA,NA,NA,$18551.73,NA,$18551.73,NA,NA,NA,NA,$21334.49,$18551.73,$18551.73,NA,$17624.14,$18551.73,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-C,NA,NA,$13980.03,$16923.19,NA,NA,NA,NA,NA,$13980.03,NA,NA,NA,$14715.82,NA,NA,NA,NA,NA,NA,NA,NA,$14715.82,NA,$14715.82,NA,NA,NA,NA,$16923.19,$14715.82,$14715.82,NA,$13980.03,$14715.82,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-D,NA,NA,$12555.12,$15198.30,NA,NA,NA,NA,NA,$12555.12,NA,NA,NA,$13215.91,NA,NA,NA,NA,NA,NA,NA,NA,$13215.91,NA,$13215.91,NA,NA,NA,NA,$15198.30,$13215.91,$13215.91,NA,$12555.12,$13215.91,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-A,NA,NA,$14829.84,$17951.92,NA,NA,NA,NA,NA,$14829.84,NA,NA,NA,$15610.36,NA,NA,NA,NA,NA,NA,NA,NA,$15610.36,NA,$15610.36,NA,NA,NA,NA,$17951.92,$15610.36,$15610.36,NA,$14829.84,$15610.36,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-B,NA,NA,$22444.05,$27169.12,NA,NA,NA,NA,NA,$22444.05,NA,NA,NA,$23625.32,NA,NA,NA,NA,NA,NA,NA,NA,$23625.32,NA,$23625.32,NA,NA,NA,NA,$27169.12,$23625.32,$23625.32,NA,$22444.05,$23625.32,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-C,NA,NA,$17802.08,$21549.88,NA,NA,NA,NA,NA,$17802.08,NA,NA,NA,$18739.03,NA,NA,NA,NA,NA,NA,NA,NA,$18739.03,NA,$18739.03,NA,NA,NA,NA,$21549.88,$18739.03,$18739.03,NA,$17802.08,$18739.03,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-D,NA,NA,$15988.56,$19354.57,NA,NA,NA,NA,NA,$15988.56,NA,NA,NA,$16830.06,NA,NA,NA,NA,NA,NA,NA,NA,$16830.06,NA,$16830.06,NA,NA,NA,NA,$19354.57,$16830.06,$16830.06,NA,$15988.56,$16830.06,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-A,NA,NA,$18194.96,$22025.48,NA,NA,NA,NA,NA,$18194.96,NA,NA,NA,$19152.59,NA,NA,NA,NA,NA,NA,NA,NA,$19152.59,NA,$19152.59,NA,NA,NA,NA,$22025.48,$19152.59,$19152.59,NA,$18194.96,$19152.59,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-B,NA,NA,$27537.28,$33334.60,NA,NA,NA,NA,NA,$27537.28,NA,NA,NA,$28986.61,NA,NA,NA,NA,NA,NA,NA,NA,$28986.61,NA,$28986.61,NA,NA,NA,NA,$33334.60,$28986.61,$28986.61,NA,$27537.28,$28986.61,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-C,NA,NA,$21841.92,$26440.22,NA,NA,NA,NA,NA,$21841.92,NA,NA,NA,$22991.50,NA,NA,NA,NA,NA,NA,NA,NA,$22991.50,NA,$22991.50,NA,NA,NA,NA,$26440.22,$22991.50,$22991.50,NA,$21841.92,$22991.50,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-D,NA,NA,$19617.02,$23746.92,NA,NA,NA,NA,NA,$19617.02,NA,NA,NA,$20649.49,NA,NA,NA,NA,NA,NA,NA,NA,$20649.49,NA,$20649.49,NA,NA,NA,NA,$23746.92,$20649.49,$20649.49,NA,$19617.02,$20649.49,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-A,NA,NA,$20863.99,$25256.41,NA,NA,NA,NA,NA,$20863.99,NA,NA,NA,$21962.09,NA,NA,NA,NA,NA,NA,NA,NA,$21962.09,NA,$21962.09,NA,NA,NA,NA,$25256.41,$21962.09,$21962.09,NA,$20863.99,$21962.09,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-B,NA,NA,$31577.12,$38224.93,NA,NA,NA,NA,NA,$31577.12,NA,NA,NA,$33239.07,NA,NA,NA,NA,NA,NA,NA,NA,$33239.07,NA,$33239.07,NA,NA,NA,NA,$38224.93,$33239.07,$33239.07,NA,$31577.12,$33239.07,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-C,NA,NA,$25047.60,$30320.78,NA,NA,NA,NA,NA,$25047.60,NA,NA,NA,$26365.90,NA,NA,NA,NA,NA,NA,NA,NA,$26365.90,NA,$26365.90,NA,NA,NA,NA,$30320.78,$26365.90,$26365.90,NA,$25047.60,$26365.90,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1804-D,NA,NA,$22495.30,$27231.15,NA,NA,NA,NA,NA,$22495.30,NA,NA,NA,$23679.26,NA,NA,NA,NA,NA,NA,NA,NA,$23679.26,NA,$23679.26,NA,NA,NA,NA,$27231.15,$23679.26,$23679.26,NA,$22495.30,$23679.26,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-A,NA,NA,$24912.37,$30157.08,NA,NA,NA,NA,NA,$24912.37,NA,NA,NA,$26223.55,NA,NA,NA,NA,NA,NA,NA,NA,$26223.55,NA,$26223.55,NA,NA,NA,NA,$30157.08,$26223.55,$26223.55,NA,$24912.37,$26223.55,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-B,NA,NA,$37703.79,$45641.43,NA,NA,NA,NA,NA,$37703.79,NA,NA,NA,$39688.20,NA,NA,NA,NA,NA,NA,NA,NA,$39688.20,NA,$39688.20,NA,NA,NA,NA,$45641.43,$39688.20,$39688.20,NA,$37703.79,$39688.20,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-C,NA,NA,$29907.37,$36203.66,NA,NA,NA,NA,NA,$29907.37,NA,NA,NA,$31481.45,NA,NA,NA,NA,NA,NA,NA,NA,$31481.45,NA,$31481.45,NA,NA,NA,NA,$36203.66,$31481.45,$31481.45,NA,$29907.37,$31481.45,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1805-D,NA,NA,$26859.70,$32514.37,NA,NA,NA,NA,NA,$26859.70,NA,NA,NA,$28273.37,NA,NA,NA,NA,NA,NA,NA,NA,$28273.37,NA,$28273.37,NA,NA,NA,NA,$32514.37,$28273.37,$28273.37,NA,$26859.70,$28273.37,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-A,NA,NA,$32089.57,$38845.27,NA,NA,NA,NA,NA,$32089.57,NA,NA,NA,$33778.50,NA,NA,NA,NA,NA,NA,NA,NA,$33778.50,NA,$33778.50,NA,NA,NA,NA,$38845.27,$33778.50,$33778.50,NA,$32089.57,$33778.50,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-B,NA,NA,$48567.81,$58792.61,NA,NA,NA,NA,NA,$48567.81,NA,NA,NA,$51124.01,NA,NA,NA,NA,NA,NA,NA,NA,$51124.01,NA,$51124.01,NA,NA,NA,NA,$58792.61,$51124.01,$51124.01,NA,$48567.81,$51124.01,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-C,NA,NA,$38523.72,$46633.97,NA,NA,NA,NA,NA,$38523.72,NA,NA,NA,$40551.28,NA,NA,NA,NA,NA,NA,NA,NA,$40551.28,NA,$40551.28,NA,NA,NA,NA,$46633.97,$40551.28,$40551.28,NA,$38523.72,$40551.28,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1806-D,NA,NA,$34597.75,$41881.49,NA,NA,NA,NA,NA,$34597.75,NA,NA,NA,$36418.68,NA,NA,NA,NA,NA,NA,NA,NA,$36418.68,NA,$36418.68,NA,NA,NA,NA,$41881.49,$36418.68,$36418.68,NA,$34597.75,$36418.68,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-A,NA,NA,$12438.39,$15057.00,NA,NA,NA,NA,NA,$12438.39,NA,NA,NA,$13093.05,NA,NA,NA,NA,NA,NA,NA,NA,$13093.05,NA,$13093.05,NA,NA,NA,NA,$15057.00,$13093.05,$13093.05,NA,$12438.39,$13093.05,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-B,NA,NA,$17125.92,$20731.38,NA,NA,NA,NA,NA,$17125.92,NA,NA,NA,$18027.29,NA,NA,NA,NA,NA,NA,NA,NA,$18027.29,NA,$18027.29,NA,NA,NA,NA,$20731.38,$18027.29,$18027.29,NA,$17125.92,$18027.29,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-C,NA,NA,$13318.11,$16121.92,NA,NA,NA,NA,NA,$13318.11,NA,NA,NA,$14019.06,NA,NA,NA,NA,NA,NA,NA,NA,$14019.06,NA,$14019.06,NA,NA,NA,NA,$16121.92,$14019.06,$14019.06,NA,$13318.11,$14019.06,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1901-D,NA,NA,$13133.05,$15897.91,NA,NA,NA,NA,NA,$13133.05,NA,NA,NA,$13824.27,NA,NA,NA,NA,NA,NA,NA,NA,$13824.27,NA,$13824.27,NA,NA,NA,NA,$15897.91,$13824.27,$13824.27,NA,$13133.05,$13824.27,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-A,NA,NA,$16842.65,$20388.47,NA,NA,NA,NA,NA,$16842.65,NA,NA,NA,$17729.10,NA,NA,NA,NA,NA,NA,NA,NA,$17729.10,NA,$17729.10,NA,NA,NA,NA,$20388.47,$17729.10,$17729.10,NA,$16842.65,$17729.10,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-B,NA,NA,$23191.38,$28073.78,NA,NA,NA,NA,NA,$23191.38,NA,NA,NA,$24411.98,NA,NA,NA,NA,NA,NA,NA,NA,$24411.98,NA,$24411.98,NA,NA,NA,NA,$28073.78,$24411.98,$24411.98,NA,$23191.38,$24411.98,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-C,NA,NA,$18035.53,$21832.48,NA,NA,NA,NA,NA,$18035.53,NA,NA,NA,$18984.77,NA,NA,NA,NA,NA,NA,NA,NA,$18984.77,NA,$18984.77,NA,NA,NA,NA,$21832.48,$18984.77,$18984.77,NA,$18035.53,$18984.77,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1902-D,NA,NA,$17783.57,$21527.48,NA,NA,NA,NA,NA,$17783.57,NA,NA,NA,$18719.55,NA,NA,NA,NA,NA,NA,NA,NA,$18719.55,NA,$18719.55,NA,NA,NA,NA,$21527.48,$18719.55,$18719.55,NA,$17783.57,$18719.55,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-A,NA,NA,$26815.57,$32460.95,NA,NA,NA,NA,NA,$26815.57,NA,NA,NA,$28226.92,NA,NA,NA,NA,NA,NA,NA,NA,$28226.92,NA,$28226.92,NA,NA,NA,NA,$32460.95,$28226.92,$28226.92,NA,$26815.57,$28226.92,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-B,NA,NA,$36923.72,$44697.14,NA,NA,NA,NA,NA,$36923.72,NA,NA,NA,$38867.08,NA,NA,NA,NA,NA,NA,NA,NA,$38867.08,NA,$38867.08,NA,NA,NA,NA,$44697.14,$38867.08,$38867.08,NA,$36923.72,$38867.08,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-C,NA,NA,$28714.50,$34759.65,NA,NA,NA,NA,NA,$28714.50,NA,NA,NA,$30225.79,NA,NA,NA,NA,NA,NA,NA,NA,$30225.79,NA,$30225.79,NA,NA,NA,NA,$34759.65,$30225.79,$30225.79,NA,$28714.50,$30225.79,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1903-D,NA,NA,$28313.07,$34273.72,NA,NA,NA,NA,NA,$28313.07,NA,NA,NA,$29803.24,NA,NA,NA,NA,NA,NA,NA,NA,$29803.24,NA,$29803.24,NA,NA,NA,NA,$34273.72,$29803.24,$29803.24,NA,$28313.07,$29803.24,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-A,NA,NA,$39480.30,$47791.94,NA,NA,NA,NA,NA,$39480.30,NA,NA,NA,$41558.21,NA,NA,NA,NA,NA,NA,NA,NA,$41558.21,NA,$41558.21,NA,NA,NA,NA,$47791.94,$41558.21,$41558.21,NA,$39480.30,$41558.21,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-B,NA,NA,$54361.39,$65805.89,NA,NA,NA,NA,NA,$54361.39,NA,NA,NA,$57222.51,NA,NA,NA,NA,NA,NA,NA,NA,$57222.51,NA,$57222.51,NA,NA,NA,NA,$65805.89,$57222.51,$57222.51,NA,$54361.39,$57222.51,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-C,NA,NA,$42276.02,$51176.23,NA,NA,NA,NA,NA,$42276.02,NA,NA,NA,$44501.07,NA,NA,NA,NA,NA,NA,NA,NA,$44501.07,NA,$44501.07,NA,NA,NA,NA,$51176.23,$44501.07,$44501.07,NA,$42276.02,$44501.07,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Guillian-Barre,CMG 1904-D,NA,NA,$41685.27,$50461.12,NA,NA,NA,NA,NA,$41685.27,NA,NA,NA,$43879.23,NA,NA,NA,NA,NA,NA,NA,NA,$43879.23,NA,$43879.23,NA,NA,NA,NA,$50461.12,$43879.23,$43879.23,NA,$41685.27,$43879.23,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-A,NA,NA,$11789.28,$14271.24,NA,NA,NA,NA,NA,$11789.28,NA,NA,NA,$12409.77,NA,NA,NA,NA,NA,NA,NA,NA,$12409.77,NA,$12409.77,NA,NA,NA,NA,$14271.24,$12409.77,$12409.77,NA,$11789.28,$12409.77,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-B,NA,NA,$17249.77,$20881.29,NA,NA,NA,NA,NA,$17249.77,NA,NA,NA,$18157.65,NA,NA,NA,NA,NA,NA,NA,NA,$18157.65,NA,$18157.65,NA,NA,NA,NA,$20881.29,$18157.65,$18157.65,NA,$17249.77,$18157.65,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-C,NA,NA,$13997.11,$16943.87,NA,NA,NA,NA,NA,$13997.11,NA,NA,NA,$14733.80,NA,NA,NA,NA,NA,NA,NA,NA,$14733.80,NA,$14733.80,NA,NA,NA,NA,$16943.87,$14733.80,$14733.80,NA,$13997.11,$14733.80,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2001-D,NA,NA,$12818.46,$15517.09,NA,NA,NA,NA,NA,$12818.46,NA,NA,NA,$13493.12,NA,NA,NA,NA,NA,NA,NA,NA,$13493.12,NA,$13493.12,NA,NA,NA,NA,$15517.09,$13493.12,$13493.12,NA,$12818.46,$13493.12,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-A,NA,NA,$14493.90,$17545.25,NA,NA,NA,NA,NA,$14493.90,NA,NA,NA,$15256.74,NA,NA,NA,NA,NA,NA,NA,NA,$15256.74,NA,$15256.74,NA,NA,NA,NA,$17545.25,$15256.74,$15256.74,NA,$14493.90,$15256.74,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-B,NA,NA,$21208.47,$25673.41,NA,NA,NA,NA,NA,$21208.47,NA,NA,NA,$22324.71,NA,NA,NA,NA,NA,NA,NA,NA,$22324.71,NA,$22324.71,NA,NA,NA,NA,$25673.41,$22324.71,$22324.71,NA,$21208.47,$22324.71,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-C,NA,NA,$17209.91,$20833.05,NA,NA,NA,NA,NA,$17209.91,NA,NA,NA,$18115.69,NA,NA,NA,NA,NA,NA,NA,NA,$18115.69,NA,$18115.69,NA,NA,NA,NA,$20833.05,$18115.69,$18115.69,NA,$17209.91,$18115.69,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2002-D,NA,NA,$15760.80,$19078.87,NA,NA,NA,NA,NA,$15760.80,NA,NA,NA,$16590.32,NA,NA,NA,NA,NA,NA,NA,NA,$16590.32,NA,$16590.32,NA,NA,NA,NA,$19078.87,$16590.32,$16590.32,NA,$15760.80,$16590.32,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-A,NA,NA,$17155.82,$20767.57,NA,NA,NA,NA,NA,$17155.82,NA,NA,NA,$18058.75,NA,NA,NA,NA,NA,NA,NA,NA,$18058.75,NA,$18058.75,NA,NA,NA,NA,$20767.57,$18058.75,$18058.75,NA,$17155.82,$18058.75,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-B,NA,NA,$25101.70,$30386.26,NA,NA,NA,NA,NA,$25101.70,NA,NA,NA,$26422.84,NA,NA,NA,NA,NA,NA,NA,NA,$26422.84,NA,$26422.84,NA,NA,NA,NA,$30386.26,$26422.84,$26422.84,NA,$25101.70,$26422.84,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-C,NA,NA,$20368.62,$24656.75,NA,NA,NA,NA,NA,$20368.62,NA,NA,NA,$21440.65,NA,NA,NA,NA,NA,NA,NA,NA,$21440.65,NA,$21440.65,NA,NA,NA,NA,$24656.75,$21440.65,$21440.65,NA,$20368.62,$21440.65,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2003-D,NA,NA,$18654.74,$22582.06,NA,NA,NA,NA,NA,$18654.74,NA,NA,NA,$19636.57,NA,NA,NA,NA,NA,NA,NA,NA,$19636.57,NA,$19636.57,NA,NA,NA,NA,$22582.06,$19636.57,$19636.57,NA,$18654.74,$19636.57,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2004-A,NA,NA,$19308.12,$23372.99,NA,NA,NA,NA,NA,$19308.12,NA,NA,NA,$20324.34,NA,NA,NA,NA,NA,NA,NA,NA,$20324.34,NA,$20324.34,NA,NA,NA,NA,$23372.99,$20324.34,$20324.34,NA,$19308.12,$20324.34,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2004-B,NA,NA,$28251.86,$34199.62,NA,NA,NA,NA,NA,$28251.86,NA,NA,NA,$29738.80,NA,NA,NA,NA,NA,NA,NA,NA,$29738.80,NA,$29738.80,NA,NA,NA,NA,$34199.62,$29738.80,$29738.80,NA,$28251.86,$29738.80,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2004-C,NA,NA,$22923.77,$27749.82,NA,NA,NA,NA,NA,$22923.77,NA,NA,NA,$24130.28,NA,NA,NA,NA,NA,NA,NA,NA,$24130.28,NA,$24130.28,NA,NA,NA,NA,$27749.82,$24130.28,$24130.28,NA,$22923.77,$24130.28,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2004-D,NA,NA,$20994.95,$25414.94,NA,NA,NA,NA,NA,$20994.95,NA,NA,NA,$22099.95,NA,NA,NA,NA,NA,NA,NA,NA,$22099.95,NA,$22099.95,NA,NA,NA,NA,$25414.94,$22099.95,$22099.95,NA,$20994.95,$22099.95,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2005-A,NA,NA,$20758.65,$25128.89,NA,NA,NA,NA,NA,$20758.65,NA,NA,NA,$21851.21,NA,NA,NA,NA,NA,NA,NA,NA,$21851.21,NA,$21851.21,NA,NA,NA,NA,$25128.89,$21851.21,$21851.21,NA,$20758.65,$21851.21,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2005-B,NA,NA,$30374.28,$36768.86,NA,NA,NA,NA,NA,$30374.28,NA,NA,NA,$31972.92,NA,NA,NA,NA,NA,NA,NA,NA,$31972.92,NA,$31972.92,NA,NA,NA,NA,$36768.86,$31972.92,$31972.92,NA,$30374.28,$31972.92,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2005-C,NA,NA,$24647.61,$29836.58,NA,NA,NA,NA,NA,$24647.61,NA,NA,NA,$25944.85,NA,NA,NA,NA,NA,NA,NA,NA,$25944.85,NA,$25944.85,NA,NA,NA,NA,$29836.58,$25944.85,$25944.85,NA,$24647.61,$25944.85,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Other disabling impairments,CMG 2005-D,NA,NA,$22573.59,$27325.93,NA,NA,NA,NA,NA,$22573.59,NA,NA,NA,$23761.67,NA,NA,NA,NA,NA,NA,NA,NA,$23761.67,NA,$23761.67,NA,NA,NA,NA,$27325.93,$23761.67,$23761.67,NA,$22573.59,$23761.67,NA,NA,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Burns,CMG 2101-A,NA,NA,$16045.50,$19423.50,NA,NA,NA,NA,NA,$16045.50,NA,NA,NA,$16890.00,NA,NA,NA,NA,NA,NA,NA,NA,$16890.00,NA,$16890.00,NA,NA,NA,NA,$19423.50,$16890.00,$16890.00,NA,$16045.50,$16890.00,NA,NA,NA,NA
